"site";"year";"sample";"species";"Length.mm";"Age.y";"code"
"Pala";2007;"32m3";"Macoma balthica";4,6;4;"PL"
"Pala";2007;"32m3";"Macoma balthica";4,2;2;"PL"
"Pala";2007;"32m3";"Macoma balthica";7,3;6;"PL"
"Pala";2007;"32m3";"Macoma balthica";11;9;"PL"
"Pala";2007;"32m3";"Macoma balthica";10;9;"PL"
"Pala";2007;"32m3";"Macoma balthica";10,2;8;"PL"
"Pala";2007;"32m3";"Macoma balthica";10,8;"NA";"PL"
"Pala";2007;"32m3";"Macoma balthica";12,9;10;"PL"
"Pala";2007;"32m3";"Macoma balthica";11,3;9;"PL"
"Pala";2007;"32m3";"Macoma balthica";11,5;9;"PL"
"Pala";2007;"32m3";"Macoma balthica";13;10;"PL"
"Pala";2007;"32m3";"Macoma balthica";2,8;2;"PL"
"Pala";2007;"32m3";"Macoma balthica";3,5;3;"PL"
"Pala";2007;"32m3";"Macoma balthica";4,1;3;"PL"
"Pala";2007;"32m3";"Macoma balthica";3,1;2;"PL"
"Pala";2007;"32m3";"Macoma balthica";6,2;5;"PL"
"Pala";2007;"32m3";"Macoma balthica";7;5;"PL"
"Pala";2007;"32m3";"Macoma balthica";9,6;8;"PL"
"Pala";2007;"32m3";"Macoma balthica";8,8;6;"PL"
"Pala";2007;"32m3";"Macoma balthica";10,2;9;"PL"
"Pala";2007;"32m3";"Macoma balthica";"NA";"NA";"PL"
"Pala";2007;"32m3";"Macoma balthica";14,8;11;"PL"
"Pala";2007;"32m3";"Macoma balthica";16,3;12;"PL"
"Pala";2007;"32m3";"Macoma balthica";12,5;11;"PL"
"Pala";2007;"33m1";"Macoma balthica";3,5;3;"PL"
"Pala";2007;"33m1";"Macoma balthica";2,6;2;"PL"
"Pala";2007;"33m1";"Macoma balthica";4,1;4;"PL"
"Pala";2007;"33m1";"Macoma balthica";5,6;5;"PL"
"Pala";2007;"33m1";"Macoma balthica";7,3;5;"PL"
"Pala";2007;"33m1";"Macoma balthica";9,3;8;"PL"
"Pala";2007;"33m1";"Macoma balthica";9,5;8;"PL"
"Pala";2007;"33m1";"Macoma balthica";9,8;8;"PL"
"Pala";2007;"33m1";"Macoma balthica";10,6;"NA";"PL"
"Pala";2007;"33m1";"Macoma balthica";11,3;8;"PL"
"Pala";2007;"33m1";"Macoma balthica";13;10;"PL"
"Pala";2007;"33m1";"Macoma balthica";12,6;10;"PL"
"Pala";2007;"33m1";"Macoma balthica";13,8;10;"PL"
"Pala";2007;"33m1";"Macoma balthica";14,2;"NA";"PL"
"Pala";2007;"33m1";"Macoma balthica";"NA";"NA";"PL"
"Pala";2007;"33m1";"Macoma balthica";2,9;2;"PL"
"Pala";2007;"33m1";"Macoma balthica";2,6;2;"PL"
"Pala";2007;"33m1";"Macoma balthica";4,2;3;"PL"
"Pala";2007;"33m1";"Macoma balthica";6,2;5;"PL"
"Pala";2007;"33m1";"Macoma balthica";6,8;5;"PL"
"Pala";2007;"33m1";"Macoma balthica";10,3;9;"PL"
"Pala";2007;"33m1";"Macoma balthica";10,9;9;"PL"
"Pala";2007;"33m1";"Macoma balthica";11,3;9;"PL"
"Pala";2007;"33m1";"Macoma balthica";11,2;9;"PL"
"Pala";2007;"33m1";"Macoma balthica";11,8;8;"PL"
"Pala";2007;"33m1";"Macoma balthica";12,5;9;"PL"
"Pala";2007;"33m1";"Macoma balthica";12,7;9;"PL"
"Pala";2007;"33m1";"Macoma balthica";16,6;"NA";"PL"
"Pala";2007;"33m1";"Macoma balthica";17,9;"NA";"PL"
"Pala";2007;"33m1";"Macoma balthica";2,3;2;"PL"
"Pala";2007;"33m1";"Macoma balthica";2,1;2;"PL"
"Pala";2007;"33m1";"Macoma balthica";5,1;5;"PL"
"Pala";2007;"33m1";"Macoma balthica";3;2;"PL"
"Pala";2007;"33m1";"Macoma balthica";10,5;7;"PL"
"Pala";2007;"33m1";"Macoma balthica";9,4;8;"PL"
"Pala";2007;"33m1";"Macoma balthica";10,9;8;"PL"
"Pala";2007;"33m1";"Macoma balthica";11,5;8;"PL"
"Pala";2007;"33m1";"Macoma balthica";12,4;"NA";"PL"
"Pala";2007;"33m1";"Macoma balthica";13,2;10;"PL"
"Pala";2007;"33m1";"Macoma balthica";12,8;9;"PL"
"Pala";2007;"33m1";"Macoma balthica";14,8;"NA";"PL"
"Pala";2007;"33m1";"Macoma balthica";3;3;"PL"
"Pala";2007;"28m1";"Macoma balthica";1,8;1;"PL"
"Pala";2007;"28m1";"Macoma balthica";5,6;4;"PL"
"Pala";2007;"28m1";"Macoma balthica";9,3;9;"PL"
"Pala";2007;"28m1";"Macoma balthica";9,2;7;"PL"
"Pala";2007;"28m1";"Macoma balthica";10,7;8;"PL"
"Pala";2007;"28m1";"Macoma balthica";10,7;10;"PL"
"Pala";2007;"28m1";"Macoma balthica";11,8;10;"PL"
"Pala";2007;"28m1";"Macoma balthica";14;10;"PL"
"Pala";2007;"28m1";"Macoma balthica";9;"NA";"PL"
"Pala";2007;"28m1";"Macoma balthica";8;8;"PL"
"Pala";2007;"28m1";"Macoma balthica";6,9;6;"PL"
"Pala";2007;"28m1";"Macoma balthica";10,2;8;"PL"
"Pala";2007;"28m1";"Macoma balthica";10,5;8;"PL"
"Pala";2007;"28m1";"Macoma balthica";9,2;9;"PL"
"Pala";2007;"28m1";"Macoma balthica";11,7;10;"PL"
"Pala";2007;"28m1";"Macoma balthica";11,6;9;"PL"
"Pala";2007;"28m1";"Macoma balthica";14,2;10;"PL"
"Pala";2007;"28m1";"Macoma balthica";6,3;4;"PL"
"Pala";2007;"28m1";"Macoma balthica";8,5;8;"PL"
"Pala";2007;"28m1";"Macoma balthica";8,5;8;"PL"
"Pala";2007;"28m1";"Macoma balthica";10,7;9;"PL"
"Pala";2007;"28m1";"Macoma balthica";10,5;8;"PL"
"Pala";2007;"28m1";"Macoma balthica";10,8;8;"PL"
"Pala";2007;"28m1";"Macoma balthica";11,9;"NA";"PL"
"Pala";2007;"28m1";"Macoma balthica";14,4;12;"PL"
"Pala";2007;"29m2";"Macoma balthica";"NA";"NA";"PL"
"Pala";2007;"29m2";"Macoma balthica";"NA";"NA";"PL"
"Pala";2007;"29m2";"Macoma balthica";2,2;2;"PL"
"Pala";2007;"29m2";"Macoma balthica";7,1;5;"PL"
"Pala";2007;"29m2";"Macoma balthica";10,8;8;"PL"
"Pala";2007;"29m2";"Macoma balthica";13,5;"NA";"PL"
"Pala";2007;"29m2";"Macoma balthica";11,2;7;"PL"
"Pala";2007;"29m2";"Macoma balthica";9,7;8;"PL"
"Pala";2007;"29m2";"Macoma balthica";11,6;"NA";"PL"
"Pala";2007;"29m2";"Macoma balthica";13,8;10;"PL"
"Pala";2007;"29m2";"Macoma balthica";12,1;8;"PL"
"Pala";2007;"29m2";"Macoma balthica";10,7;8;"PL"
"Pala";2007;"29m2";"Macoma balthica";13;"NA";"PL"
"Pala";2007;"29m2";"Macoma balthica";13,2;"NA";"PL"
"Pala";2007;"27m2";"Macoma balthica";5,8;6;"PL"
"Pala";2007;"27m2";"Macoma balthica";5,6;4;"PL"
"Pala";2007;"27m2";"Macoma balthica";7,3;5;"PL"
"Pala";2007;"27m2";"Macoma balthica";7,6;6;"PL"
"Pala";2007;"27m2";"Macoma balthica";5,4;5;"PL"
"Pala";2007;"27m2";"Macoma balthica";7,5;6;"PL"
"Pala";2007;"27m2";"Macoma balthica";7;5;"PL"
"Pala";2007;"27m2";"Macoma balthica";8,2;7;"PL"
"Pala";2007;"27m2";"Macoma balthica";8,3;6;"PL"
"Pala";2007;"27m2";"Macoma balthica";9,2;5;"PL"
"Pala";2007;"27m2";"Macoma balthica";10,7;8;"PL"
"Pala";2007;"27m2";"Macoma balthica";11,7;10;"PL"
"Pala";2007;"27m2";"Macoma balthica";11,5;9;"PL"
"Pala";2007;"27m2";"Macoma balthica";11,7;10;"PL"
"Pala";2007;"27m2";"Macoma balthica";11,9;"NA";"PL"
"Pala";2007;"27m2";"Macoma balthica";16,5;"NA";"PL"
"Pala";2007;"27m2";"Macoma balthica";15;10;"PL"
"Pala";2007;"27m2";"Macoma balthica";"NA";"NA";"PL"
"Pala";2007;"27m2";"Macoma balthica";9,7;9;"PL"
"Pala";2007;"27m2";"Macoma balthica";9;"NA";"PL"
"Pala";2007;"27m2";"Macoma balthica";10;7;"PL"
"Pala";2007;"27m2";"Macoma balthica";12,1;9;"PL"
"Pala";2007;"27m2";"Macoma balthica";11,8;10;"PL"
"Pala";2007;"27m2";"Macoma balthica";16,7;12;"PL"
"Pala";2007;"27m2";"Macoma balthica";10,3;9;"PL"
"Pala";2007;"27m2";"Macoma balthica";9,6;9;"PL"
"Pala";2007;"27m2";"Macoma balthica";11,2;9;"PL"
"Pala";2007;"27m2";"Macoma balthica";8,9;9;"PL"
"Pala";2007;"27m2";"Macoma balthica";12;11;"PL"
"Pala";2007;"27m2";"Macoma balthica";11,9;9;"PL"
"Pala";2007;"27m2";"Macoma balthica";14,5;10;"PL"
"Pala";2007;"27m3";"Macoma balthica";16,8;13;"PL"
"Pala";2007;"27m3";"Macoma balthica";4,4;3;"PL"
"Pala";2007;"27m3";"Macoma balthica";5,6;4;"PL"
"Pala";2007;"27m3";"Macoma balthica";10,1;8;"PL"
"Pala";2007;"27m3";"Macoma balthica";11,1;9;"PL"
"Pala";2007;"27m3";"Macoma balthica";17,8;14;"PL"
"Pala";2007;"27m3";"Macoma balthica";16,3;"NA";"PL"
"Pala";2007;"27m3";"Macoma balthica";7,5;6;"PL"
"Pala";2007;"27m3";"Macoma balthica";8,7;6;"PL"
"Pala";2007;"27m3";"Macoma balthica";10,6;8;"PL"
"Pala";2007;"27m3";"Macoma balthica";12;11;"PL"
"Pala";2007;"27m3";"Macoma balthica";15,2;12;"PL"
"Pala";2007;"27m3";"Macoma balthica";"NA";"NA";"PL"
"Pala";2007;"27m3";"Macoma balthica";8,5;7;"PL"
"Pala";2007;"27m3";"Macoma balthica";9;7;"PL"
"Pala";2007;"27m3";"Macoma balthica";10,7;9;"PL"
"Pala";2007;"27m3";"Macoma balthica";11,4;10;"PL"
"Pala";2007;"27m3";"Macoma balthica";14,7;10;"PL"
"Pala";2007;"35m1";"Macoma balthica";1,6;"NA";"PL"
"Pala";2007;"35m1";"Macoma balthica";3,7;2;"PL"
"Pala";2007;"35m1";"Macoma balthica";2;1;"PL"
"Pala";2007;"35m1";"Macoma balthica";3,3;2;"PL"
"Pala";2007;"35m1";"Macoma balthica";9,2;7;"PL"
"Pala";2007;"35m1";"Macoma balthica";10,3;10;"PL"
"Pala";2007;"35m1";"Macoma balthica";13,9;13;"PL"
"Pala";2007;"35m1";"Macoma balthica";4,3;2;"PL"
"Pala";2007;"35m1";"Macoma balthica";6,2;4;"PL"
"Pala";2007;"35m1";"Macoma balthica";7,6;6;"PL"
"Pala";2007;"35m1";"Macoma balthica";9;7;"PL"
"Pala";2007;"35m1";"Macoma balthica";10,3;10;"PL"
"Pala";2007;"35m1";"Macoma balthica";11,6;10;"PL"
"Pala";2007;"35m1";"Macoma balthica";15,4;13;"PL"
"Pala";2007;"35m1";"Macoma balthica";10,3;10;"PL"
"Pala";2007;"35m1";"Macoma balthica";9,2;8;"PL"
"Pala";2007;"35m1";"Macoma balthica";11,2;"NA";"PL"
"Pala";2007;"35m1";"Macoma balthica";10,7;9;"PL"
"Pala";2007;"35m1";"Macoma balthica";12,7;11;"PL"
"Pala";2007;"35m1";"Macoma balthica";12,5;"NA";"PL"
"Pala";2007;"25m1";"Macoma balthica";1,7;1;"PL"
"Pala";2007;"25m1";"Macoma balthica";3,2;3;"PL"
"Pala";2007;"25m1";"Macoma balthica";2,7;2;"PL"
"Pala";2007;"25m1";"Macoma balthica";3,5;2;"PL"
"Pala";2007;"25m1";"Macoma balthica";3,7;3;"PL"
"Pala";2007;"25m1";"Macoma balthica";5;3;"PL"
"Pala";2007;"25m1";"Macoma balthica";5,3;4;"PL"
"Pala";2007;"25m1";"Macoma balthica";5,5;4;"PL"
"Pala";2007;"25m1";"Macoma balthica";5,4;4;"PL"
"Pala";2007;"25m1";"Macoma balthica";2,2;2;"PL"
"Pala";2007;"25m1";"Macoma balthica";3,1;2;"PL"
"Pala";2007;"25m1";"Macoma balthica";5,3;4;"PL"
"Pala";2007;"25m1";"Macoma balthica";6,4;5;"PL"
"Pala";2007;"25m1";"Macoma balthica";7;"NA";"PL"
"Pala";2007;"25m1";"Macoma balthica";7,9;5;"PL"
"Pala";2007;"25m1";"Macoma balthica";8,1;"NA";"PL"
"Pala";2007;"25m1";"Macoma balthica";7;5;"PL"
"Pala";2007;"25m1";"Macoma balthica";6,9;5;"PL"
"Pala";2007;"25m1";"Macoma balthica";9;6;"PL"
"Pala";2007;"25m1";"Macoma balthica";8,8;8;"PL"
"Pala";2007;"25m1";"Macoma balthica";8,7;"NA";"PL"
"Pala";2007;"25m1";"Macoma balthica";10,2;8;"PL"
"Pala";2007;"25m1";"Macoma balthica";10,2;8;"PL"
"Pala";2007;"25m1";"Macoma balthica";11;8;"PL"
"Pala";2007;"25m1";"Macoma balthica";9,4;5;"PL"
"Pala";2007;"25m1";"Macoma balthica";9,6;7;"PL"
"Pala";2007;"25m1";"Macoma balthica";10;5;"PL"
"Pala";2007;"25m1";"Macoma balthica";9,5;9;"PL"
"Pala";2007;"25m1";"Macoma balthica";8,4;8;"PL"
"Pala";2007;"25m1";"Macoma balthica";10,7;"NA";"PL"
"Pala";2007;"25m1";"Macoma balthica";12;8;"PL"
"Pala";2007;"25m1";"Macoma balthica";12,5;8;"PL"
"Pala";2007;"25m1";"Macoma balthica";12;10;"PL"
"Pala";2007;"25m1";"Macoma balthica";14,8;10;"PL"
"Pala";2007;"25m1";"Macoma balthica";16,1;14;"PL"
"Pala";2007;"25m1";"Macoma balthica";17;"NA";"PL"
"Pala";2007;"25m1";"Macoma balthica";14,3;10;"PL"
"Pala";2007;"25m1";"Macoma balthica";16,5;14;"PL"
"Pala";2007;"25m1";"Macoma balthica";15,8;"NA";"PL"
"Pala";2007;"29m3";"Macoma balthica";9,6;7;"PL"
"Pala";2007;"29m3";"Macoma balthica";10;8;"PL"
"Pala";2007;"29m3";"Macoma balthica";9,9;9;"PL"
"Pala";2007;"29m3";"Macoma balthica";10,1;9;"PL"
"Pala";2007;"29m3";"Macoma balthica";10,7;8;"PL"
"Pala";2007;"29m3";"Macoma balthica";9,1;8;"PL"
"Pala";2007;"29m3";"Macoma balthica";12;10;"PL"
"Pala";2007;"29m3";"Macoma balthica";11;7;"PL"
"Pala";2007;"29m3";"Macoma balthica";9,7;"NA";"PL"
"Pala";2007;"29m3";"Macoma balthica";12;"NA";"PL"
"Pala";2007;"29m3";"Macoma balthica";13,2;"NA";"PL"
"Pala";2007;"29m3";"Macoma balthica";11,2;10;"PL"
"Pala";2007;"35m2";"Macoma balthica";2,4;1;"PL"
"Pala";2007;"35m2";"Macoma balthica";3,4;2;"PL"
"Pala";2007;"35m2";"Macoma balthica";3;"NA";"PL"
"Pala";2007;"35m2";"Macoma balthica";2,9;3;"PL"
"Pala";2007;"35m2";"Macoma balthica";2,5;2;"PL"
"Pala";2007;"35m2";"Macoma balthica";4;3;"PL"
"Pala";2007;"35m2";"Macoma balthica";3,7;4;"PL"
"Pala";2007;"35m2";"Macoma balthica";6,5;6;"PL"
"Pala";2007;"35m2";"Macoma balthica";4,7;3;"PL"
"Pala";2007;"35m2";"Macoma balthica";5,8;5;"PL"
"Pala";2007;"35m2";"Macoma balthica";8,2;7;"PL"
"Pala";2007;"35m2";"Macoma balthica";9,7;8;"PL"
"Pala";2007;"35m2";"Macoma balthica";8,2;7;"PL"
"Pala";2007;"35m2";"Macoma balthica";9,4;9;"PL"
"Pala";2007;"35m2";"Macoma balthica";10,1;9;"PL"
"Pala";2007;"35m2";"Macoma balthica";9,4;9;"PL"
"Pala";2007;"35m2";"Macoma balthica";11,2;10;"PL"
"Pala";2007;"35m2";"Macoma balthica";11,5;10;"PL"
"Pala";2007;"35m2";"Macoma balthica";12,9;10;"PL"
"Pala";2007;"35m2";"Macoma balthica";12;"NA";"PL"
"Pala";2007;"35m2";"Macoma balthica";15;14;"PL"
"Pala";2007;"35m2";"Macoma balthica";14;13;"PL"
"Pala";2007;"35m2";"Macoma balthica";17,9;"NA";"PL"
"Pala";2007;"30m3";"Macoma balthica";5,5;6;"PL"
"Pala";2007;"30m3";"Macoma balthica";7,2;5;"PL"
"Pala";2007;"30m3";"Macoma balthica";8,4;8;"PL"
"Pala";2007;"30m3";"Macoma balthica";7,6;5;"PL"
"Pala";2007;"30m3";"Macoma balthica";9,9;9;"PL"
"Pala";2007;"30m3";"Macoma balthica";10,2;8;"PL"
"Pala";2007;"30m3";"Macoma balthica";11,9;9;"PL"
"Pala";2007;"30m3";"Macoma balthica";10;7;"PL"
"Pala";2007;"30m3";"Macoma balthica";14,3;12;"PL"
"Pala";2007;"30m3";"Macoma balthica";12,8;"NA";"PL"
"Pala";2007;"31m3";"Macoma balthica";2,9;2;"PL"
"Pala";2007;"31m3";"Macoma balthica";3,5;3;"PL"
"Pala";2007;"31m3";"Macoma balthica";1,6;1;"PL"
"Pala";2007;"31m3";"Macoma balthica";2,5;2;"PL"
"Pala";2007;"31m3";"Macoma balthica";4,6;3;"PL"
"Pala";2007;"31m3";"Macoma balthica";8,7;"NA";"PL"
"Pala";2007;"31m3";"Macoma balthica";6,7;5;"PL"
"Pala";2007;"31m3";"Macoma balthica";8,7;8;"PL"
"Pala";2007;"31m3";"Macoma balthica";7,4;6;"PL"
"Pala";2007;"31m3";"Macoma balthica";8,3;8;"PL"
"Pala";2007;"31m3";"Macoma balthica";8,3;9;"PL"
"Pala";2007;"31m3";"Macoma balthica";10,8;9;"PL"
"Pala";2007;"31m3";"Macoma balthica";11,3;11;"PL"
"Pala";2007;"31m3";"Macoma balthica";10,6;9;"PL"
"Pala";2007;"31m3";"Macoma balthica";9,8;11;"PL"
"Pala";2007;"31m3";"Macoma balthica";10;9;"PL"
"Pala";2007;"31m3";"Macoma balthica";10,2;12;"PL"
"Pala";2007;"31m3";"Macoma balthica";9,5;9;"PL"
"Pala";2007;"31m3";"Macoma balthica";12,5;12;"PL"
"Pala";2007;"31m3";"Macoma balthica";11,5;10;"PL"
"Pala";2007;"31m3";"Macoma balthica";10,5;11;"PL"
"Pala";2007;"31m3";"Macoma balthica";11,5;"NA";"PL"
"Pala";2007;"31m3";"Macoma balthica";11,5;11;"PL"
"Pala";2007;"31m3";"Macoma balthica";13,5;13;"PL"
"Pala";2007;"31m3";"Macoma balthica";12,8;"NA";"PL"
"Pala";2007;"31m3";"Macoma balthica";17,7;"NA";"PL"
"Pala";2007;"26m1";"Macoma balthica";6;6;"PL"
"Pala";2007;"26m1";"Macoma balthica";8,3;8;"PL"
"Pala";2007;"26m1";"Macoma balthica";10,2;6;"PL"
"Pala";2007;"26m1";"Macoma balthica";8;6;"PL"
"Pala";2007;"26m1";"Macoma balthica";10;10;"PL"
"Pala";2007;"26m1";"Macoma balthica";9,9;8;"PL"
"Pala";2007;"26m1";"Macoma balthica";12,6;8;"PL"
"Pala";2007;"26m1";"Macoma balthica";10,5;9;"PL"
"Pala";2007;"26m1";"Macoma balthica";11;9;"PL"
"Pala";2007;"26m1";"Macoma balthica";10,5;8;"PL"
"Pala";2007;"26m1";"Macoma balthica";10,2;8;"PL"
"Pala";2007;"26m1";"Macoma balthica";10,5;9;"PL"
"Pala";2007;"26m1";"Macoma balthica";12,2;9;"PL"
"Pala";2007;"26m1";"Macoma balthica";11;9;"PL"
"Pala";2007;"26m1";"Macoma balthica";10,7;11;"PL"
"Pala";2007;"26m1";"Macoma balthica";10,7;9;"PL"
"Pala";2007;"26m1";"Macoma balthica";11,6;9;"PL"
"Pala";2007;"26m1";"Macoma balthica";11,1;9;"PL"
"Pala";2007;"26m1";"Macoma balthica";13,3;10;"PL"
"Pala";2007;"26m1";"Macoma balthica";12;10;"PL"
"Pala";2007;"26m1";"Macoma balthica";12,5;11;"PL"
"Pala";2007;"26m1";"Macoma balthica";11,4;10;"PL"
"Pala";2007;"26m1";"Macoma balthica";13;"NA";"PL"
"Pala";2007;"26m1";"Macoma balthica";11,7;"NA";"PL"
"Pala";2007;"26m1";"Macoma balthica";12,3;11;"PL"
"Pala";2007;"26m1";"Macoma balthica";12,3;"NA";"PL"
"Pala";2007;"26m1";"Macoma balthica";14;"NA";"PL"
"Pala";2007;"26m1";"Macoma balthica";13,2;"NA";"PL"
"Pala";2007;"26m1";"Macoma balthica";18,6;"NA";"PL"
"Pala";2007;"34m2";"Macoma balthica";4,3;3;"PL"
"Pala";2007;"34m2";"Macoma balthica";3,5;3;"PL"
"Pala";2007;"34m2";"Macoma balthica";5,5;4;"PL"
"Pala";2007;"34m2";"Macoma balthica";4,7;3;"PL"
"Pala";2007;"34m2";"Macoma balthica";6,7;6;"PL"
"Pala";2007;"34m2";"Macoma balthica";6,5;7;"PL"
"Pala";2007;"34m2";"Macoma balthica";9,4;9;"PL"
"Pala";2007;"34m2";"Macoma balthica";9,2;8;"PL"
"Pala";2007;"34m2";"Macoma balthica";9,6;9;"PL"
"Pala";2007;"34m2";"Macoma balthica";11,2;9;"PL"
"Pala";2007;"34m2";"Macoma balthica";9,9;7;"PL"
"Pala";2007;"34m2";"Macoma balthica";11,2;"NA";"PL"
"Pala";2007;"34m2";"Macoma balthica";13;12;"PL"
"Pala";2007;"34m2";"Macoma balthica";11,9;11;"PL"
"Pala";2007;"34m2";"Macoma balthica";15,6;"NA";"PL"
"Pala";2007;"34m2";"Macoma balthica";12;"NA";"PL"
"Pala";2007;"34m2";"Macoma balthica";14,1;13;"PL"
"Pala";2007;"34m2";"Macoma balthica";12;10;"PL"
"Pala";2007;"34m2";"Macoma balthica";12,1;"NA";"PL"
"Pala";2007;"34m2";"Macoma balthica";13,1;"NA";"PL"
"Pala";2007;"34m2";"Macoma balthica";11,8;"NA";"PL"
"Pala";2007;"34m1";"Macoma balthica";10,8;9;"PL"
"Pala";2007;"34m1";"Macoma balthica";2,6;2;"PL"
"Pala";2007;"34m1";"Macoma balthica";3,7;3;"PL"
"Pala";2007;"34m1";"Macoma balthica";2,4;2;"PL"
"Pala";2007;"34m1";"Macoma balthica";2,3;2;"PL"
"Pala";2007;"34m1";"Macoma balthica";2,6;2;"PL"
"Pala";2007;"34m1";"Macoma balthica";1,8;1;"PL"
"Pala";2007;"34m1";"Macoma balthica";7,4;6;"PL"
"Pala";2007;"34m1";"Macoma balthica";8,9;6;"PL"
"Pala";2007;"34m1";"Macoma balthica";7,8;6;"PL"
"Pala";2007;"34m1";"Macoma balthica";9;7;"PL"
"Pala";2007;"34m1";"Macoma balthica";8,6;7;"PL"
"Pala";2007;"34m1";"Macoma balthica";7,7;6;"PL"
"Pala";2007;"34m1";"Macoma balthica";9,9;8;"PL"
"Pala";2007;"34m1";"Macoma balthica";8;7;"PL"
"Pala";2007;"34m1";"Macoma balthica";9,5;8;"PL"
"Pala";2007;"34m1";"Macoma balthica";10,9;8;"PL"
"Pala";2007;"34m1";"Macoma balthica";10,6;9;"PL"
"Pala";2007;"34m1";"Macoma balthica";11,3;10;"PL"
"Pala";2007;"34m1";"Macoma balthica";12,7;"NA";"PL"
"Pala";2007;"34m1";"Macoma balthica";9,7;"NA";"PL"
"Pala";2007;"26m3";"Macoma balthica";3,1;2;"PL"
"Pala";2007;"26m3";"Macoma balthica";1,5;1;"PL"
"Pala";2007;"26m3";"Macoma balthica";3,6;2;"PL"
"Pala";2007;"26m3";"Macoma balthica";3,5;2;"PL"
"Pala";2007;"26m3";"Macoma balthica";3,7;3;"PL"
"Pala";2007;"26m3";"Macoma balthica";3;2;"PL"
"Pala";2007;"26m3";"Macoma balthica";2,5;2;"PL"
"Pala";2007;"26m3";"Macoma balthica";3,5;2;"PL"
"Pala";2007;"26m3";"Macoma balthica";6;6;"PL"
"Pala";2007;"26m3";"Macoma balthica";8;7;"PL"
"Pala";2007;"26m3";"Macoma balthica";9,8;8;"PL"
"Pala";2007;"26m3";"Macoma balthica";10,2;8;"PL"
"Pala";2007;"26m3";"Macoma balthica";9,2;7;"PL"
"Pala";2007;"26m3";"Macoma balthica";10,8;10;"PL"
"Pala";2007;"26m3";"Macoma balthica";11;10;"PL"
"Pala";2007;"26m3";"Macoma balthica";10,4;8;"PL"
"Pala";2007;"26m3";"Macoma balthica";10,4;8;"PL"
"Pala";2007;"26m3";"Macoma balthica";12,4;"NA";"PL"
"Pala";2007;"26m3";"Macoma balthica";13,2;9;"PL"
"Pala";2007;"26m3";"Macoma balthica";13,4;"NA";"PL"
"Pala";2007;"26m3";"Macoma balthica";13,5;"NA";"PL"
"Pala";2007;"26m3";"Macoma balthica";16,5;"NA";"PL"
"Pala";2007;"26m3";"Macoma balthica";15,2;"NA";"PL"
"Pala";2007;"26m3";"Macoma balthica";15,4;"NA";"PL"
"Pala";2007;"26m3";"Macoma balthica";"NA";"NA";"PL"
"Pala";2007;"30m2";"Macoma balthica";"NA";"NA";"PL"
"Pala";2007;"30m2";"Macoma balthica";"NA";"NA";"PL"
"Pala";2007;"30m2";"Macoma balthica";2,7;3;"PL"
"Pala";2007;"30m2";"Macoma balthica";3,8;3;"PL"
"Pala";2007;"30m2";"Macoma balthica";5,6;5;"PL"
"Pala";2007;"30m2";"Macoma balthica";7,1;6;"PL"
"Pala";2007;"30m2";"Macoma balthica";8,6;7;"PL"
"Pala";2007;"30m2";"Macoma balthica";10,4;8;"PL"
"Pala";2007;"30m2";"Macoma balthica";10,3;9;"PL"
"Pala";2007;"30m2";"Macoma balthica";11,3;9;"PL"
"Pala";2007;"30m2";"Macoma balthica";9,8;8;"PL"
"Pala";2007;"30m2";"Macoma balthica";11,4;8;"PL"
"Pala";2007;"30m2";"Macoma balthica";8,6;7;"PL"
"Pala";2007;"30m2";"Macoma balthica";10;9;"PL"
"Pala";2007;"30m2";"Macoma balthica";11,5;12;"PL"
"Pala";2007;"30m2";"Macoma balthica";11,5;9;"PL"
"Pala";2007;"30m2";"Macoma balthica";15,8;"NA";"PL"
"Pala";2007;"26m2";"Macoma balthica";"NA";"NA";"PL"
"Pala";2007;"26m2";"Macoma balthica";3,2;2;"PL"
"Pala";2007;"26m2";"Macoma balthica";3;2;"PL"
"Pala";2007;"26m2";"Macoma balthica";5,6;5;"PL"
"Pala";2007;"26m2";"Macoma balthica";6,2;5;"PL"
"Pala";2007;"26m2";"Macoma balthica";15,8;"NA";"PL"
"Pala";2007;"26m2";"Macoma balthica";6,6;6;"PL"
"Pala";2007;"26m2";"Macoma balthica";7,6;6;"PL"
"Pala";2007;"26m2";"Macoma balthica";10,8;10;"PL"
"Pala";2007;"26m2";"Macoma balthica";10,5;9;"PL"
"Pala";2007;"26m2";"Macoma balthica";10,3;8;"PL"
"Pala";2007;"26m2";"Macoma balthica";12,4;"NA";"PL"
"Pala";2007;"26m2";"Macoma balthica";2,2;2;"PL"
"Pala";2007;"26m2";"Macoma balthica";9,9;9;"PL"
"Pala";2007;"26m2";"Macoma balthica";10,3;8;"PL"
"Pala";2007;"26m2";"Macoma balthica";12,3;11;"PL"
"Pala";2007;"26m2";"Macoma balthica";10;9;"PL"
"Pala";2007;"26m2";"Macoma balthica";11,8;10;"PL"
"Pala";2007;"26m2";"Macoma balthica";10,8;10;"PL"
"Pala";2007;"26m2";"Macoma balthica";12;11;"PL"
"Pala";2007;"26m2";"Macoma balthica";9,9;9;"PL"
"Pala";2007;"26m2";"Macoma balthica";9,5;8;"PL"
"Pala";2007;"26m2";"Macoma balthica";11;10;"PL"
"Pala";2007;"26m2";"Macoma balthica";11;10;"PL"
"Pala";2007;"26m2";"Macoma balthica";14,6;13;"PL"
