"Length.int" "year" "sample" "Freq"
"1" "(0,1]" "1992" "1me1" NA
"5234" "(13,14]" "2001" "me13" NA
"5235" "(14,15]" "2001" "me13" NA
"5236" "(15,16]" "2001" "me13" NA
"5237" "(16,17]" "2001" "me13" NA
"5238" "(17,18]" "2001" "me13" NA
"5239" "(18,19]" "2001" "me13" NA
"5240" "(19,20]" "2001" "me13" NA
"5241" "(0,1]" "2002" "me13" NA
"5242" "(1,2]" "2002" "me13" NA
"5243" "(2,3]" "2002" "me13" NA
"5244" "(3,4]" "2002" "me13" NA
"5245" "(4,5]" "2002" "me13" NA
"5246" "(5,6]" "2002" "me13" NA
"5247" "(6,7]" "2002" "me13" NA
"5248" "(7,8]" "2002" "me13" NA
"5249" "(8,9]" "2002" "me13" NA
"5250" "(9,10]" "2002" "me13" NA
"5251" "(10,11]" "2002" "me13" NA
"5252" "(11,12]" "2002" "me13" NA
"5253" "(12,13]" "2002" "me13" NA
"5254" "(13,14]" "2002" "me13" NA
"5255" "(14,15]" "2002" "me13" NA
"5256" "(15,16]" "2002" "me13" NA
"5257" "(16,17]" "2002" "me13" NA
"5258" "(17,18]" "2002" "me13" NA
"5259" "(18,19]" "2002" "me13" NA
"5260" "(19,20]" "2002" "me13" NA
"5261" "(0,1]" "2003" "me13" NA
"5262" "(1,2]" "2003" "me13" NA
"5263" "(2,3]" "2003" "me13" NA
"5264" "(3,4]" "2003" "me13" NA
"5265" "(4,5]" "2003" "me13" NA
"5266" "(5,6]" "2003" "me13" NA
"5267" "(6,7]" "2003" "me13" NA
"5268" "(7,8]" "2003" "me13" NA
"5269" "(8,9]" "2003" "me13" NA
"5270" "(9,10]" "2003" "me13" NA
"5271" "(10,11]" "2003" "me13" NA
"5272" "(11,12]" "2003" "me13" NA
"5273" "(12,13]" "2003" "me13" NA
"5274" "(13,14]" "2003" "me13" NA
"5275" "(14,15]" "2003" "me13" NA
"5276" "(15,16]" "2003" "me13" NA
"5277" "(16,17]" "2003" "me13" NA
"5278" "(17,18]" "2003" "me13" NA
"5279" "(18,19]" "2003" "me13" NA
"5280" "(19,20]" "2003" "me13" NA
"5281" "(0,1]" "2004" "me13" NA
"5282" "(1,2]" "2004" "me13" NA
"5283" "(2,3]" "2004" "me13" NA
"5284" "(3,4]" "2004" "me13" NA
"5285" "(4,5]" "2004" "me13" NA
"5286" "(5,6]" "2004" "me13" NA
"5287" "(6,7]" "2004" "me13" NA
"5288" "(7,8]" "2004" "me13" NA
"5289" "(8,9]" "2004" "me13" NA
"5290" "(9,10]" "2004" "me13" NA
"5291" "(10,11]" "2004" "me13" NA
"5292" "(11,12]" "2004" "me13" NA
"5293" "(12,13]" "2004" "me13" NA
"5294" "(13,14]" "2004" "me13" NA
"5295" "(14,15]" "2004" "me13" NA
"5296" "(15,16]" "2004" "me13" NA
"5297" "(16,17]" "2004" "me13" NA
"5298" "(17,18]" "2004" "me13" NA
"5299" "(18,19]" "2004" "me13" NA
"5300" "(19,20]" "2004" "me13" NA
"5301" "(0,1]" "2005" "me13" NA
"5302" "(1,2]" "2005" "me13" NA
"5303" "(2,3]" "2005" "me13" NA
"5304" "(3,4]" "2005" "me13" NA
"5305" "(4,5]" "2005" "me13" NA
"5306" "(5,6]" "2005" "me13" NA
"5307" "(6,7]" "2005" "me13" NA
"5308" "(7,8]" "2005" "me13" NA
"5309" "(8,9]" "2005" "me13" NA
"5310" "(9,10]" "2005" "me13" NA
"5311" "(10,11]" "2005" "me13" NA
"5312" "(11,12]" "2005" "me13" NA
"5313" "(12,13]" "2005" "me13" NA
"5314" "(13,14]" "2005" "me13" NA
"5315" "(14,15]" "2005" "me13" NA
"5316" "(15,16]" "2005" "me13" NA
"5317" "(16,17]" "2005" "me13" NA
"5318" "(17,18]" "2005" "me13" NA
"5319" "(18,19]" "2005" "me13" NA
"5320" "(19,20]" "2005" "me13" NA
"5321" "(0,1]" "2006" "me13" NA
"5322" "(1,2]" "2006" "me13" NA
"5323" "(2,3]" "2006" "me13" NA
"5324" "(3,4]" "2006" "me13" NA
"5325" "(4,5]" "2006" "me13" NA
"5326" "(5,6]" "2006" "me13" NA
"5327" "(6,7]" "2006" "me13" NA
"5328" "(7,8]" "2006" "me13" NA
"5329" "(8,9]" "2006" "me13" NA
"5330" "(9,10]" "2006" "me13" NA
"5331" "(10,11]" "2006" "me13" NA
"5332" "(11,12]" "2006" "me13" NA
"5333" "(12,13]" "2006" "me13" NA
"5334" "(13,14]" "2006" "me13" NA
"5335" "(14,15]" "2006" "me13" NA
"5336" "(15,16]" "2006" "me13" NA
"5337" "(16,17]" "2006" "me13" NA
"5338" "(17,18]" "2006" "me13" NA
"5339" "(18,19]" "2006" "me13" NA
"5340" "(19,20]" "2006" "me13" NA
"5341" "(0,1]" "2007" "me13" NA
"5342" "(1,2]" "2007" "me13" NA
"5343" "(2,3]" "2007" "me13" NA
"5344" "(3,4]" "2007" "me13" NA
"5345" "(4,5]" "2007" "me13" NA
"5346" "(5,6]" "2007" "me13" NA
"5347" "(6,7]" "2007" "me13" NA
"5348" "(7,8]" "2007" "me13" NA
"5349" "(8,9]" "2007" "me13" NA
"5350" "(9,10]" "2007" "me13" NA
"5351" "(10,11]" "2007" "me13" NA
"5352" "(11,12]" "2007" "me13" NA
"5353" "(12,13]" "2007" "me13" NA
"5354" "(13,14]" "2007" "me13" NA
"5355" "(14,15]" "2007" "me13" NA
"5356" "(15,16]" "2007" "me13" NA
"5357" "(16,17]" "2007" "me13" NA
"5358" "(17,18]" "2007" "me13" NA
"5359" "(18,19]" "2007" "me13" NA
"5360" "(19,20]" "2007" "me13" NA
"5361" "(0,1]" "2008" "me13" NA
"5362" "(1,2]" "2008" "me13" NA
"5363" "(2,3]" "2008" "me13" NA
"5364" "(3,4]" "2008" "me13" NA
"5365" "(4,5]" "2008" "me13" NA
"5366" "(5,6]" "2008" "me13" NA
"5367" "(6,7]" "2008" "me13" NA
"5368" "(7,8]" "2008" "me13" NA
"5369" "(8,9]" "2008" "me13" NA
"5370" "(9,10]" "2008" "me13" NA
"5371" "(10,11]" "2008" "me13" NA
"5372" "(11,12]" "2008" "me13" NA
"5373" "(12,13]" "2008" "me13" NA
"5374" "(13,14]" "2008" "me13" NA
"5375" "(14,15]" "2008" "me13" NA
"5376" "(15,16]" "2008" "me13" NA
"5377" "(16,17]" "2008" "me13" NA
"5378" "(17,18]" "2008" "me13" NA
"5379" "(18,19]" "2008" "me13" NA
"5380" "(19,20]" "2008" "me13" NA
"5381" "(0,1]" "2009" "me13" NA
"5382" "(1,2]" "2009" "me13" NA
"5383" "(2,3]" "2009" "me13" NA
"5384" "(3,4]" "2009" "me13" NA
"5385" "(4,5]" "2009" "me13" NA
"5386" "(5,6]" "2009" "me13" NA
"5387" "(6,7]" "2009" "me13" NA
"5388" "(7,8]" "2009" "me13" NA
"5389" "(8,9]" "2009" "me13" NA
"5390" "(9,10]" "2009" "me13" NA
"5391" "(10,11]" "2009" "me13" NA
"5392" "(11,12]" "2009" "me13" NA
"5393" "(12,13]" "2009" "me13" NA
"5394" "(13,14]" "2009" "me13" NA
"5395" "(14,15]" "2009" "me13" NA
"5396" "(15,16]" "2009" "me13" NA
"5397" "(16,17]" "2009" "me13" NA
"5398" "(17,18]" "2009" "me13" NA
"5399" "(18,19]" "2009" "me13" NA
"5400" "(19,20]" "2009" "me13" NA
"5401" "(0,1]" "2010" "me13" NA
"5402" "(1,2]" "2010" "me13" NA
"5403" "(2,3]" "2010" "me13" NA
"5404" "(3,4]" "2010" "me13" NA
"5405" "(4,5]" "2010" "me13" NA
"5406" "(5,6]" "2010" "me13" NA
"5407" "(6,7]" "2010" "me13" NA
"5408" "(7,8]" "2010" "me13" NA
"5409" "(8,9]" "2010" "me13" NA
"5410" "(9,10]" "2010" "me13" NA
"5411" "(10,11]" "2010" "me13" NA
"5412" "(11,12]" "2010" "me13" NA
"5413" "(12,13]" "2010" "me13" NA
"5414" "(13,14]" "2010" "me13" NA
"5415" "(14,15]" "2010" "me13" NA
"5416" "(15,16]" "2010" "me13" NA
"5417" "(16,17]" "2010" "me13" NA
"5418" "(17,18]" "2010" "me13" NA
"5419" "(18,19]" "2010" "me13" NA
"5420" "(19,20]" "2010" "me13" NA
"5421" "(0,1]" "2011" "me13" 2
"5422" "(1,2]" "2011" "me13" NA
"5423" "(2,3]" "2011" "me13" NA
"5424" "(3,4]" "2011" "me13" NA
"5425" "(4,5]" "2011" "me13" NA
"5426" "(5,6]" "2011" "me13" NA
"5427" "(6,7]" "2011" "me13" NA
"5428" "(7,8]" "2011" "me13" NA
"5429" "(8,9]" "2011" "me13" NA
"5430" "(9,10]" "2011" "me13" 2
"5431" "(10,11]" "2011" "me13" NA
"5432" "(11,12]" "2011" "me13" NA
"5433" "(12,13]" "2011" "me13" NA
"5434" "(13,14]" "2011" "me13" NA
"5435" "(14,15]" "2011" "me13" NA
"5436" "(15,16]" "2011" "me13" NA
"5437" "(16,17]" "2011" "me13" NA
"5438" "(17,18]" "2011" "me13" NA
"5439" "(18,19]" "2011" "me13" 0
"5440" "(19,20]" "2011" "me13" NA
"5441" "(0,1]" "2012" "me13" NA
"5442" "(1,2]" "2012" "me13" NA
"5443" "(2,3]" "2012" "me13" NA
"5444" "(3,4]" "2012" "me13" NA
"5445" "(4,5]" "2012" "me13" NA
"5446" "(5,6]" "2012" "me13" NA
"5447" "(6,7]" "2012" "me13" NA
"5448" "(7,8]" "2012" "me13" NA
"5449" "(8,9]" "2012" "me13" NA
"5450" "(9,10]" "2012" "me13" NA
"5451" "(10,11]" "2012" "me13" NA
"5452" "(11,12]" "2012" "me13" NA
"5453" "(12,13]" "2012" "me13" NA
"5454" "(13,14]" "2012" "me13" NA
"5455" "(14,15]" "2012" "me13" NA
"5456" "(15,16]" "2012" "me13" NA
"5457" "(16,17]" "2012" "me13" NA
"5458" "(17,18]" "2012" "me13" NA
"5459" "(18,19]" "2012" "me13" NA
"5460" "(19,20]" "2012" "me13" NA
"5461" "(0,1]" "1992" "me2" NA
"5462" "(1,2]" "1992" "me2" 0
"5463" "(2,3]" "1992" "me2" NA
"5464" "(3,4]" "1992" "me2" NA
"5465" "(4,5]" "1992" "me2" NA
"5466" "(5,6]" "1992" "me2" NA
"5467" "(6,7]" "1992" "me2" NA
"5468" "(7,8]" "1992" "me2" 1
"5469" "(8,9]" "1992" "me2" NA
"5470" "(9,10]" "1992" "me2" NA
"5471" "(10,11]" "1992" "me2" NA
"5472" "(11,12]" "1992" "me2" NA
"5473" "(12,13]" "1992" "me2" NA
"5474" "(13,14]" "1992" "me2" 0
"5475" "(14,15]" "1992" "me2" NA
"5476" "(15,16]" "1992" "me2" NA
"5477" "(16,17]" "1992" "me2" NA
"5478" "(17,18]" "1992" "me2" NA
"5479" "(18,19]" "1992" "me2" NA
"5480" "(19,20]" "1992" "me2" 0
"5481" "(0,1]" "1993" "me2" NA
"5482" "(1,2]" "1993" "me2" NA
"5483" "(2,3]" "1993" "me2" NA
"5484" "(3,4]" "1993" "me2" NA
"5485" "(4,5]" "1993" "me2" NA
"5486" "(5,6]" "1993" "me2" 1
"5487" "(6,7]" "1993" "me2" NA
"5488" "(7,8]" "1993" "me2" NA
"5489" "(8,9]" "1993" "me2" NA
"5490" "(9,10]" "1993" "me2" NA
"5491" "(10,11]" "1993" "me2" NA
"5492" "(11,12]" "1993" "me2" 0
"5493" "(12,13]" "1993" "me2" NA
"5494" "(13,14]" "1993" "me2" NA
"5495" "(14,15]" "1993" "me2" NA
"5496" "(15,16]" "1993" "me2" NA
"5497" "(16,17]" "1993" "me2" NA
"5498" "(17,18]" "1993" "me2" 0
"5499" "(18,19]" "1993" "me2" NA
"5500" "(19,20]" "1993" "me2" NA
"5501" "(0,1]" "1994" "me2" 0
"5502" "(1,2]" "1994" "me2" NA
"5503" "(2,3]" "1994" "me2" NA
"5504" "(3,4]" "1994" "me2" 2
"5505" "(4,5]" "1994" "me2" NA
"5506" "(5,6]" "1994" "me2" NA
"5507" "(6,7]" "1994" "me2" 11
"5508" "(7,8]" "1994" "me2" NA
"5509" "(8,9]" "1994" "me2" NA
"5510" "(9,10]" "1994" "me2" 14
"5511" "(10,11]" "1994" "me2" NA
"5512" "(11,12]" "1994" "me2" NA
"5513" "(12,13]" "1994" "me2" 1
"5514" "(13,14]" "1994" "me2" NA
"5515" "(14,15]" "1994" "me2" NA
"5516" "(15,16]" "1994" "me2" 4
"5517" "(16,17]" "1994" "me2" NA
"5518" "(17,18]" "1994" "me2" NA
"5519" "(18,19]" "1994" "me2" 0
"5520" "(19,20]" "1994" "me2" NA
"5521" "(0,1]" "1995" "me2" NA
"5522" "(1,2]" "1995" "me2" 13
"5523" "(2,3]" "1995" "me2" NA
"5524" "(3,4]" "1995" "me2" NA
"5525" "(4,5]" "1995" "me2" 1
"5526" "(5,6]" "1995" "me2" NA
"5527" "(6,7]" "1995" "me2" NA
"5528" "(7,8]" "1995" "me2" 5
"5529" "(8,9]" "1995" "me2" NA
"5530" "(9,10]" "1995" "me2" NA
"5531" "(10,11]" "1995" "me2" 4
"5532" "(11,12]" "1995" "me2" NA
"5533" "(12,13]" "1995" "me2" NA
"5534" "(13,14]" "1995" "me2" 0
"5535" "(14,15]" "1995" "me2" NA
"5536" "(15,16]" "1995" "me2" NA
"5537" "(16,17]" "1995" "me2" 0
"5538" "(17,18]" "1995" "me2" NA
"5539" "(18,19]" "1995" "me2" NA
"5540" "(19,20]" "1995" "me2" 0
"5541" "(0,1]" "1996" "me2" NA
"5542" "(1,2]" "1996" "me2" NA
"5543" "(2,3]" "1996" "me2" 3
"5544" "(3,4]" "1996" "me2" NA
"5545" "(4,5]" "1996" "me2" NA
"5546" "(5,6]" "1996" "me2" 0
"5547" "(6,7]" "1996" "me2" NA
"5548" "(7,8]" "1996" "me2" NA
"5549" "(8,9]" "1996" "me2" 4
"5550" "(9,10]" "1996" "me2" NA
"5551" "(10,11]" "1996" "me2" NA
"5552" "(11,12]" "1996" "me2" 4
"5553" "(12,13]" "1996" "me2" NA
"5554" "(13,14]" "1996" "me2" NA
"5555" "(14,15]" "1996" "me2" 1
"5556" "(15,16]" "1996" "me2" NA
"5557" "(16,17]" "1996" "me2" NA
"5558" "(17,18]" "1996" "me2" 0
"5559" "(18,19]" "1996" "me2" NA
"5560" "(19,20]" "1996" "me2" NA
"5561" "(0,1]" "1997" "me2" 1
"5562" "(1,2]" "1997" "me2" NA
"5563" "(2,3]" "1997" "me2" NA
"5564" "(3,4]" "1997" "me2" 0
"5565" "(4,5]" "1997" "me2" NA
"5566" "(5,6]" "1997" "me2" NA
"5567" "(6,7]" "1997" "me2" 3
"5568" "(7,8]" "1997" "me2" NA
"5569" "(8,9]" "1997" "me2" NA
"5570" "(9,10]" "1997" "me2" 2
"5571" "(10,11]" "1997" "me2" NA
"5572" "(11,12]" "1997" "me2" NA
"5573" "(12,13]" "1997" "me2" 2
"5574" "(13,14]" "1997" "me2" NA
"5575" "(14,15]" "1997" "me2" NA
"5576" "(15,16]" "1997" "me2" 0
"5577" "(16,17]" "1997" "me2" NA
"5578" "(17,18]" "1997" "me2" NA
"5579" "(18,19]" "1997" "me2" 0
"5580" "(19,20]" "1997" "me2" NA
"5581" "(0,1]" "1998" "me2" NA
"5582" "(1,2]" "1998" "me2" 34
"5583" "(2,3]" "1998" "me2" NA
"5584" "(3,4]" "1998" "me2" NA
"5585" "(4,5]" "1998" "me2" 1
"5586" "(5,6]" "1998" "me2" NA
"5587" "(6,7]" "1998" "me2" NA
"5588" "(7,8]" "1998" "me2" 1
"5589" "(8,9]" "1998" "me2" NA
"5590" "(9,10]" "1998" "me2" NA
"5591" "(10,11]" "1998" "me2" 8
"5592" "(11,12]" "1998" "me2" NA
"5593" "(12,13]" "1998" "me2" NA
"5594" "(13,14]" "1998" "me2" 0
"5595" "(14,15]" "1998" "me2" NA
"5596" "(15,16]" "1998" "me2" NA
"5597" "(16,17]" "1998" "me2" 1
"5598" "(17,18]" "1998" "me2" NA
"5599" "(18,19]" "1998" "me2" NA
"5600" "(19,20]" "1998" "me2" 0
"5601" "(0,1]" "1999" "me2" NA
"5602" "(1,2]" "1999" "me2" NA
"5603" "(2,3]" "1999" "me2" 140
"5604" "(3,4]" "1999" "me2" NA
"5605" "(4,5]" "1999" "me2" NA
"5606" "(5,6]" "1999" "me2" 3
"5607" "(6,7]" "1999" "me2" NA
"5608" "(7,8]" "1999" "me2" NA
"5609" "(8,9]" "1999" "me2" 0
"5610" "(9,10]" "1999" "me2" NA
"5611" "(10,11]" "1999" "me2" NA
"5612" "(11,12]" "1999" "me2" 1
"5613" "(12,13]" "1999" "me2" NA
"5614" "(13,14]" "1999" "me2" NA
"5615" "(14,15]" "1999" "me2" 1
"5616" "(15,16]" "1999" "me2" NA
"5617" "(16,17]" "1999" "me2" NA
"5618" "(17,18]" "1999" "me2" 0
"5619" "(18,19]" "1999" "me2" NA
"5620" "(19,20]" "1999" "me2" NA
"5621" "(0,1]" "2000" "me2" 2
"5622" "(1,2]" "2000" "me2" NA
"5623" "(2,3]" "2000" "me2" NA
"5624" "(3,4]" "2000" "me2" 55
"5625" "(4,5]" "2000" "me2" NA
"5626" "(5,6]" "2000" "me2" NA
"5627" "(6,7]" "2000" "me2" 8
"5628" "(7,8]" "2000" "me2" NA
"5629" "(8,9]" "2000" "me2" NA
"5630" "(9,10]" "2000" "me2" 4
"5631" "(10,11]" "2000" "me2" NA
"5632" "(11,12]" "2000" "me2" NA
"5633" "(12,13]" "2000" "me2" 4
"5634" "(13,14]" "2000" "me2" NA
"5635" "(14,15]" "2000" "me2" NA
"5636" "(15,16]" "2000" "me2" 1
"5637" "(16,17]" "2000" "me2" NA
"5638" "(17,18]" "2000" "me2" NA
"5639" "(18,19]" "2000" "me2" 0
"5640" "(19,20]" "2000" "me2" NA
"5641" "(0,1]" "2001" "me2" NA
"5642" "(1,2]" "2001" "me2" 14
"5643" "(2,3]" "2001" "me2" NA
"5644" "(3,4]" "2001" "me2" NA
"5645" "(4,5]" "2001" "me2" 31
"5646" "(5,6]" "2001" "me2" NA
"5647" "(6,7]" "2001" "me2" NA
"5648" "(7,8]" "2001" "me2" 42
"5649" "(8,9]" "2001" "me2" NA
"5650" "(9,10]" "2001" "me2" NA
"5651" "(10,11]" "2001" "me2" 1
"5652" "(11,12]" "2001" "me2" NA
"5653" "(12,13]" "2001" "me2" NA
"5654" "(13,14]" "2001" "me2" 1
"5655" "(14,15]" "2001" "me2" NA
"5656" "(15,16]" "2001" "me2" NA
"5657" "(16,17]" "2001" "me2" 0
"5658" "(17,18]" "2001" "me2" NA
"5659" "(18,19]" "2001" "me2" NA
"5660" "(19,20]" "2001" "me2" 0
"5661" "(0,1]" "2002" "me2" NA
"5662" "(1,2]" "2002" "me2" NA
"5663" "(2,3]" "2002" "me2" 7
"5664" "(3,4]" "2002" "me2" NA
"5665" "(4,5]" "2002" "me2" NA
"5666" "(5,6]" "2002" "me2" 24
"5667" "(6,7]" "2002" "me2" NA
"5668" "(7,8]" "2002" "me2" NA
"5669" "(8,9]" "2002" "me2" 18
"5670" "(9,10]" "2002" "me2" NA
"5671" "(10,11]" "2002" "me2" NA
"5672" "(11,12]" "2002" "me2" 0
"5673" "(12,13]" "2002" "me2" NA
"5674" "(13,14]" "2002" "me2" NA
"5675" "(14,15]" "2002" "me2" 1
"5676" "(15,16]" "2002" "me2" NA
"5677" "(16,17]" "2002" "me2" NA
"5678" "(17,18]" "2002" "me2" 0
"5679" "(18,19]" "2002" "me2" NA
"5680" "(19,20]" "2002" "me2" NA
"5681" "(0,1]" "2003" "me2" 4
"5682" "(1,2]" "2003" "me2" NA
"5683" "(2,3]" "2003" "me2" NA
"5684" "(3,4]" "2003" "me2" 6
"5685" "(4,5]" "2003" "me2" NA
"5686" "(5,6]" "2003" "me2" NA
"5687" "(6,7]" "2003" "me2" 26
"5688" "(7,8]" "2003" "me2" NA
"5689" "(8,9]" "2003" "me2" NA
"5690" "(9,10]" "2003" "me2" 20
"5691" "(10,11]" "2003" "me2" NA
"5692" "(11,12]" "2003" "me2" NA
"5693" "(12,13]" "2003" "me2" 1
"5694" "(13,14]" "2003" "me2" NA
"5695" "(14,15]" "2003" "me2" NA
"5696" "(15,16]" "2003" "me2" 1
"5697" "(16,17]" "2003" "me2" NA
"5698" "(17,18]" "2003" "me2" NA
"5699" "(18,19]" "2003" "me2" 0
"5700" "(19,20]" "2003" "me2" NA
"5701" "(0,1]" "2004" "me2" NA
"5702" "(1,2]" "2004" "me2" 180
"5703" "(2,3]" "2004" "me2" NA
"5704" "(3,4]" "2004" "me2" NA
"5705" "(4,5]" "2004" "me2" 3
"5706" "(5,6]" "2004" "me2" NA
"5707" "(6,7]" "2004" "me2" NA
"5708" "(7,8]" "2004" "me2" 41
"5709" "(8,9]" "2004" "me2" NA
"5710" "(9,10]" "2004" "me2" NA
"5711" "(10,11]" "2004" "me2" 11
"5712" "(11,12]" "2004" "me2" NA
"5713" "(12,13]" "2004" "me2" NA
"5714" "(13,14]" "2004" "me2" 0
"5715" "(14,15]" "2004" "me2" NA
"5716" "(15,16]" "2004" "me2" NA
"5717" "(16,17]" "2004" "me2" 0
"5718" "(17,18]" "2004" "me2" NA
"5719" "(18,19]" "2004" "me2" NA
"5720" "(19,20]" "2004" "me2" 0
"5721" "(0,1]" "2005" "me2" NA
"5722" "(1,2]" "2005" "me2" NA
"5723" "(2,3]" "2005" "me2" 25
"5724" "(3,4]" "2005" "me2" NA
"5725" "(4,5]" "2005" "me2" NA
"5726" "(5,6]" "2005" "me2" 6
"5727" "(6,7]" "2005" "me2" NA
"5728" "(7,8]" "2005" "me2" NA
"5729" "(8,9]" "2005" "me2" 22
"5730" "(9,10]" "2005" "me2" NA
"5731" "(10,11]" "2005" "me2" NA
"5732" "(11,12]" "2005" "me2" 2
"5733" "(12,13]" "2005" "me2" NA
"5734" "(13,14]" "2005" "me2" NA
"5735" "(14,15]" "2005" "me2" 0
"5736" "(15,16]" "2005" "me2" NA
"5737" "(16,17]" "2005" "me2" NA
"5738" "(17,18]" "2005" "me2" 0
"5739" "(18,19]" "2005" "me2" NA
"5740" "(19,20]" "2005" "me2" NA
"5741" "(0,1]" "2006" "me2" 10
"5742" "(1,2]" "2006" "me2" NA
"5743" "(2,3]" "2006" "me2" NA
"5744" "(3,4]" "2006" "me2" 5
"5745" "(4,5]" "2006" "me2" NA
"5746" "(5,6]" "2006" "me2" NA
"5747" "(6,7]" "2006" "me2" 9
"5748" "(7,8]" "2006" "me2" NA
"5749" "(8,9]" "2006" "me2" NA
"5750" "(9,10]" "2006" "me2" 15
"5751" "(10,11]" "2006" "me2" NA
"5752" "(11,12]" "2006" "me2" NA
"5753" "(12,13]" "2006" "me2" 1
"5754" "(13,14]" "2006" "me2" NA
"5755" "(14,15]" "2006" "me2" NA
"5756" "(15,16]" "2006" "me2" 0
"5757" "(16,17]" "2006" "me2" NA
"5758" "(17,18]" "2006" "me2" NA
"5759" "(18,19]" "2006" "me2" 0
"5760" "(19,20]" "2006" "me2" NA
"5761" "(0,1]" "2007" "me2" NA
"5762" "(1,2]" "2007" "me2" NA
"5763" "(2,3]" "2007" "me2" NA
"5764" "(3,4]" "2007" "me2" NA
"5765" "(4,5]" "2007" "me2" NA
"5766" "(5,6]" "2007" "me2" NA
"5767" "(6,7]" "2007" "me2" NA
"5768" "(7,8]" "2007" "me2" NA
"5769" "(8,9]" "2007" "me2" NA
"5770" "(9,10]" "2007" "me2" NA
"5771" "(10,11]" "2007" "me2" NA
"5772" "(11,12]" "2007" "me2" NA
"5773" "(12,13]" "2007" "me2" NA
"5774" "(13,14]" "2007" "me2" NA
"5775" "(14,15]" "2007" "me2" NA
"5776" "(15,16]" "2007" "me2" NA
"5777" "(16,17]" "2007" "me2" NA
"5778" "(17,18]" "2007" "me2" NA
"5779" "(18,19]" "2007" "me2" NA
"5780" "(19,20]" "2007" "me2" NA
"5781" "(0,1]" "2008" "me2" NA
"5782" "(1,2]" "2008" "me2" NA
"5783" "(2,3]" "2008" "me2" 13
"5784" "(3,4]" "2008" "me2" NA
"5785" "(4,5]" "2008" "me2" NA
"5786" "(5,6]" "2008" "me2" 6
"5787" "(6,7]" "2008" "me2" NA
"5788" "(7,8]" "2008" "me2" NA
"5789" "(8,9]" "2008" "me2" 2
"5790" "(9,10]" "2008" "me2" NA
"5791" "(10,11]" "2008" "me2" NA
"5792" "(11,12]" "2008" "me2" 8
"5793" "(12,13]" "2008" "me2" NA
"5794" "(13,14]" "2008" "me2" NA
"5795" "(14,15]" "2008" "me2" 0
"5796" "(15,16]" "2008" "me2" NA
"5797" "(16,17]" "2008" "me2" NA
"5798" "(17,18]" "2008" "me2" 0
"5799" "(18,19]" "2008" "me2" NA
"5800" "(19,20]" "2008" "me2" NA
"5801" "(0,1]" "2009" "me2" 1
"5802" "(1,2]" "2009" "me2" NA
"5803" "(2,3]" "2009" "me2" NA
"5804" "(3,4]" "2009" "me2" 11
"5805" "(4,5]" "2009" "me2" NA
"5806" "(5,6]" "2009" "me2" NA
"5807" "(6,7]" "2009" "me2" 9
"5808" "(7,8]" "2009" "me2" NA
"5809" "(8,9]" "2009" "me2" NA
"5810" "(9,10]" "2009" "me2" 2
"5811" "(10,11]" "2009" "me2" NA
"5812" "(11,12]" "2009" "me2" NA
"5813" "(12,13]" "2009" "me2" 3
"5814" "(13,14]" "2009" "me2" NA
"5815" "(14,15]" "2009" "me2" NA
"5816" "(15,16]" "2009" "me2" 0
"5817" "(16,17]" "2009" "me2" NA
"5818" "(17,18]" "2009" "me2" NA
"5819" "(18,19]" "2009" "me2" 0
"5820" "(19,20]" "2009" "me2" NA
"5821" "(0,1]" "2010" "me2" NA
"5822" "(1,2]" "2010" "me2" 44
"5823" "(2,3]" "2010" "me2" NA
"5824" "(3,4]" "2010" "me2" NA
"5825" "(4,5]" "2010" "me2" 23
"5826" "(5,6]" "2010" "me2" NA
"5827" "(6,7]" "2010" "me2" NA
"5828" "(7,8]" "2010" "me2" 17
"5829" "(8,9]" "2010" "me2" NA
"5830" "(9,10]" "2010" "me2" NA
"5831" "(10,11]" "2010" "me2" 10
"5832" "(11,12]" "2010" "me2" NA
"5833" "(12,13]" "2010" "me2" NA
"5834" "(13,14]" "2010" "me2" 3
"5835" "(14,15]" "2010" "me2" NA
"5836" "(15,16]" "2010" "me2" NA
"5837" "(16,17]" "2010" "me2" 0
"5838" "(17,18]" "2010" "me2" NA
"5839" "(18,19]" "2010" "me2" NA
"5840" "(19,20]" "2010" "me2" 0
"5841" "(0,1]" "2011" "me2" NA
"5842" "(1,2]" "2011" "me2" NA
"5843" "(2,3]" "2011" "me2" NA
"5844" "(3,4]" "2011" "me2" NA
"5845" "(4,5]" "2011" "me2" NA
"5846" "(5,6]" "2011" "me2" NA
"5847" "(6,7]" "2011" "me2" NA
"5848" "(7,8]" "2011" "me2" NA
"5849" "(8,9]" "2011" "me2" NA
"5850" "(9,10]" "2011" "me2" NA
"5851" "(10,11]" "2011" "me2" NA
"5852" "(11,12]" "2011" "me2" NA
"5853" "(12,13]" "2011" "me2" NA
"5854" "(13,14]" "2011" "me2" NA
"5855" "(14,15]" "2011" "me2" NA
"5856" "(15,16]" "2011" "me2" NA
"5857" "(16,17]" "2011" "me2" NA
"5858" "(17,18]" "2011" "me2" NA
"5859" "(18,19]" "2011" "me2" NA
"5860" "(19,20]" "2011" "me2" NA
"5861" "(0,1]" "2012" "me2" 5
"5862" "(1,2]" "2012" "me2" NA
"5863" "(2,3]" "2012" "me2" NA
"5864" "(3,4]" "2012" "me2" 1
"5865" "(4,5]" "2012" "me2" NA
"5866" "(5,6]" "2012" "me2" NA
"5867" "(6,7]" "2012" "me2" 11
